"Up-sells","Prodotti alternativi"
"Cross-sells","Prodotti consigliati"
"Size for %1","Dimensione per %1"
"Watermark File for %1","File di filigrana per %1"
"Position of Watermark for %1","Posizione della filigrana per %1"
"Name in %1","Nome in %1"
"Quantity","Quantità"
"Edit","Modifica"
"Are you sure?","Sei sicuro?"
"Change Status","Modifica stato"
"Update Attributes","Aggiorna gli attributi"
"Images and Videos","Immagini e video"
"Click here or drag and drop to add images.","Clicca qui o trascina e rilascia per aggiungere immagini."
"Delete image","Elimina immagine"
"Make Base","Fai Base"
"Hidden","Nascosto"
"start typing to search category","inizia a digitare per cercare la categoria"
"New Category","Nuova Categoria"
"Images (.gif, .jpg, .png)","Immagini (. gif,. jpg,. png)"
"Add New Images","Aggiungi nuove immagini"
"Inc. Tax","Tasse incluse"
"Does this have a weight?","Questo ha un peso?"
"Product","Prodotto"
"Notify Low Stock RSS","Notifica RSS per scarsa disponibilità"
"Low Stock Products","Prodotti con scarsa disponibilità"
"%1 has reached a quantity of %2.","%1 ha raggiunto una quantità di %2."
"Home","Home"
"Go to Home Page","Vai alla Home Page"
"Subscribe to RSS Feed","Iscriviti al Feed RSS"
"Products Comparison List","Lista di confronto prodotti"
"N/A","N/D"
"AM","AM"
"PM","PM"
"-- Please Select --","-- Seleziona --"
"None","Nessuno"
"New Products from %1","Nuovi prodotti da %1"
"New Products","Nuovi prodotti"
"%1 - Special Products","%1 - prodotti a prezzo speciale"
"Click for price","Clicca per il prezzo"
"Special Expires On: %1","Il prezzo speciale termina il: %1"
"Price: %1","Prezzo: %1"
"Special Price: %1","Prezzo speciale: %1"
"Special Products","Prodotti a prezzo speciale"
"You deleted the category.","Hai eliminato la categoria."
"Something went wrong while trying to delete the category.","Qualcosa è andato storto nel tentativo di cancellare la categoria."
"Categories","Categorie"
"Manage Catalog Categories","Gestisci le categorie del catalogo"
"Manage Categories","Gestisci le Categorie"
"Category is not available for requested store.","Categoria non disponibile per il negozio richiesto."
"There was a category move error.","C'è stato un errore durante lo spostamento della categoria."
"There was a category move error. %1","C'è stato un errore durante lo spostamento di una categoria. %1"
"You moved the category","Hai spostato la categoria"
"Attribute ""%1"" is required.","L'attributo ""%1"" è obbligatorio."
"Something went wrong while saving the category.","Qualcosa è andato storto durante il salvataggio della categoria."
"You saved the category.","Hai salvato la categoria."
"Please select products for attributes update.","Seleziona i prodotti per l'aggiornamento degli attributi."
"Please make sure to define SKU values for all processed products.","Si prega di assicurarsi di definire valori SKU per tutti i prodotti processati."
"A total of %1 record(s) were updated.","Un totale di %1 record sono stati aggiornati."
"Something went wrong while updating the product(s) attributes.","Qualcosa è andato storto durante l'aggiornamento degli attributi prodotto."
"Catalog","Catalogo"
"Manage Product Attributes","Gestisci gli attributi prodotto"
"We can't delete the attribute.","Impossibile eliminare l'attributo."
"You deleted the product attribute.","Hai eliminato l'attributo prodotto."
"We can't find an attribute to delete.","Impossibile trovare un attributo da eliminare."
"This attribute no longer exists.","Questo attributo non esiste più."
"This attribute cannot be edited.","Questo attributo non può essere modificato."
"Edit Product Attribute","Modifica l'attributo del prodotto"
"An attribute set named '%1' already exists.","Un set di attributi denominato '%1' esiste già."
"Something went wrong while saving the attribute.","Qualcosa è andato storto durante il salvataggio dell'attributo."
"Attribute code ""%1"" is invalid. Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","Attribute code ""%1"" is invalid. Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter."
"We can't update the attribute.","Non è possibile aggiornare l'attributo."
"You saved the product attribute.","Hai salvato l'attributo del prodotto."
"An attribute with this code already exists.","Esiste già un attributo con questo codice."
"An attribute with the same code (%1) already exists.","Esiste già un attributo con lo stesso codice (%1)."
"You duplicated the product.","Hai duplicato il prodotto."
"This product no longer exists.","Questo prodotto non esiste più."
"Products","Prodotti"
"A group with the same name already exists.","Un gruppo con lo stesso nome esiste già."
"Something went wrong while saving this group.","Qualcosa è andato storto durante il salvataggio di questo gruppo."
"A total of %1 record(s) have been deleted.","Un totale di %1 record sono stati eliminati."
"A total of %1 record(s) have been updated.","Un totale di %1 record sono stati aggiornati."
"Something went wrong while updating the product(s) status.","Qualcosa è andato storto durante l'aggiornamento lo status di prodotto."
"Unable to save product","Impossibile salvare il prodotto"
"You saved the product.","Hai salvato il prodotto."
"SKU for product %1 has been changed to %2.","Lo SKU per il prodotto %1 è stato cambiato in %2."
"The image cannot be removed as it has been assigned to the other image role","L'immagine non può essere rimossa in quanto è stata assegnata all'altro ruolo di immagine"
"New Attribute Set","Nuovo Gruppo di attributi"
"The attribute set has been removed.","Il Gruppo di attributi è stato rimosso."
"We can't delete this set right now.","Non è possibile eliminare questo set in questo momento."
"New Set","Nuovo Set"
"Manage Product Sets","Gestisci i Set Prodotto"
"Manage Attribute Sets","Gestione dei Gruppi di attributi"
"This attribute set no longer exists.","Questo Gruppo di attributi non esiste più."
"You saved the attribute set.","Hai salvato il Gruppo di attributi."
"Something went wrong while saving the attribute set.","Qualcosa è andato storto durante il salvataggio del Gruppo di attributi."
"You added product %1 to the comparison list.","Hai aggiunto il prodotto %1 alla lista per il confronto."
"You cleared the comparison list.","Hai svuotato la lista per il confronto."
"Something went wrong  clearing the comparison list.","Qualcosa è andata storta durante la cancellazione della lista per il confronto."
"You removed product %1 from the comparison list.","Hai rimosso il prodotto %1 dalla lista per il confronto."
"1 item","1 elemento"
"%1 items","%1 elementi"
"Invalid attribute %1","Attributo non valido %1"
"Grid","Griglia"
"List","Lista"
"All","Tutti"
"Product is not loaded","Il prodotto non è stato caricato"
"Bad controller interface for showing product","Interfaccia controllo scadente per mostrare il prodotto"
"Make sure the To Date is later than or the same as the From Date.","Assicurarsi che il valore del campo Alla data sia maggiore o uguale al valore del campo Dalla data."
"Sorry, but we can't find the new parent category you selected.","Purtroppo non è possibile trovare la nuova categoria padre che hai selezionato."
"Sorry, but we can't find the new category you selected.","Purtroppo non è possibile trovare la nuova categoria che hai selezionato."
"We can't move the category because the parent category name matches the child category name.","Non è possibile spostare la categoria perchè il nome della categoria padre è uguale al nome della categoria figlia."
"Can't delete root category.","Impossibile cancellare la categoria root."
"The value of attribute ""%1"" must be unique.","Il valore dell'attributo ""%1"" deve essere unico."
"Default Product Listing Sort by does not exist in Available Product Listing Sort By.","L'Ordinamento dell'Elenco Prodotti di Default non esiste tra gli Ordinamenti degli Elenchi Prodotti Disponibili."
"No layout updates","Nessun aggiornamento del layout"
"Products only","Solo prodotti"
"Static block only","Solo blocco statico"
"Static block and products","Prodotti e blocco statico"
"Please select a static block.","Seleziona un blocco statico."
"frontend_label","frontend_label"
"Could not save product ""%1"" with position %2 to category %3","Impossibile salvare il prodotto ""%1"" con posizione %2 nella categoria %3"
"Category does not contain specified product","La categoria non contiene il prodotto specificato"
"Could not save product ""%product"" with position %position to category %category","Non è possibile salvare il prodotto ""%product"" con posizione %position per la categoria %category"
"Operation do not allow to move a parent category to any of children category","L'operazione non permette di muovere una categoria padre in nessuna della categorie figlie"
"Could not move category","Impossibile spostare la categoria"
"Could not save category: %1","Impossibile salvare la categoria: %1"
"Cannot delete category with id %1","Impossibile cancellare la categoria con id %1"
"-- Please Select a Category --","-- Seleziona una categoria--"
"Grid Only","Solo griglia"
"List Only","Solo elenco"
"Grid (default) / List","Griglia (impostazione predefinita) / elenco"
"List (default) / Grid","Elenco (impostazione predefinita) / griglia"
"Automatic (equalize price ranges)","Automatico (eguaglia le fasce di prezzo)"
"Automatic (equalize product counts)","Automatico (eguaglia i conteggi dei prodotti)"
"Manual","Manuale"
"Fixed","Fisso"
"Percent","Percentuale"
"-- Please select --","-- Seleziona --"
"Product Thumbnail Itself","Miniatura Prodotto stessa"
"Parent Product Thumbnail","Miniatura Prodotto Padre"
"12h AM/PM","12 ore AM/PM"
"24h","24 ore"
"Stretch","Stira"
"Tile","Affianca"
"Top/Left","In alto a sinistra"
"Top/Right","In alto a destra"
"Bottom/Left","In basso a sinistra"
"Bottom/Right","In basso a destra"
"Center","Centro"
"%1 doesn't extends \Magento\Framework\Model\AbstractModel","%1 non estende \Magento\Framework\Model\AbstractModel"
"Unknown EAV indexer type ""%1"".","Indice EAV di tipo ""%1"" sconosciuto."
"We can't rebuild the index for an undefined product.","Impossibile ricostruire l'indice per un prodotto indefinito."
"Bad value was supplied.","È stato inserito un valore non valido."
"The Flat Catalog module has a limit of %2$d filterable and/or sortable attributes.Currently there are %1$d of them.Please reduce the number of filterable/sortable attributes in order to use this module","Il modulo catalogo flat ha il limite di %2$d attributi filtrabili e/o ordinabili. Attualmente ci sono %1$d di questi. Per favore, riduci il numero di attributi filtrabili/ordinabili per usare questo modulo"
"Unsupported product type ""%1"".","Prodotto di tipo ""%1"" non supportato."
"Please correct the category.","Si prega di correggere la categoria."
"Must be category model instance or its id.","Deve essere un'istanza del modello categoria o il suo id."
"The attribute model is not defined.","Il modello di attributo non è definito."
"Category","Categoria"
"%1 - %2","%1 - %2"
"%1 was not found in algorithms","%1 non è stato trovato negli algoritmi"
"%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface","%1 non estende \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface"
"%1 doesn't extends \Magento\Catalog\Model\Layer\Filter\AbstractFilter","%1 non estende \Magento\Catalog\Model\Layer\Filter\AbstractFilter"
"The filter must be an object. Please set the correct filter.","Il filtro deve essere un oggetto. Per favore imposta il filtro corretto."
"Clear Price","Pulisci Prezzo"
"%1 and above","%1 e sopra"
"The filters must be an array.","I filtri devono essere un array."
"The image does not exist.","L'immagine non esiste."
"Please correct the image file type.","Correggere il tipo di file dell'immagine."
"We couldn't move this file: %1.","Impossibile spostare questo file: %1."
"Group price must be a number greater than 0.","Il prezzo del gruppo deve essere un numero maggiore di 0."
"We couldn't copy file %1. Please delete media with non-existing images and try again.","Impossibile copiare il file %1. Eliminare media con immagini non esistenti e riprovare."
"Media Gallery converter should be an instance of EntryConverterInterface.","Il convertitore della galleria Media dovrebbe essere un'istanza di EntryConverterInterface."
"There is no MediaGalleryEntryConverter for given type","Non c'è nessun MediaGalleryEntryConverter per il tipo dato"
"Please enter a number 0 or greater in this field.","Inserire un numero maggiore o uguale a 0 in questo campo."
"The value of attribute ""%1"" must be set","Il valore dell'attributo ""%1"" deve essere impostato"
"SKU length should be %1 characters maximum.","La lunghezza dello SKU deve essere di massimo %1 caratteri."
"Please enter a valid number in this field.","Inserire un numero valido in questo campo."
"We found a duplicate website, tier price, customer group and quantity.","Sono stati trovati un website, una fascia di prezzo, un gruppo clienti e una quantità duplicati."
"Invalid option id %1","Opzione non valida id %1"
"Can not create attribute set based on non product attribute set.","Impossibile creare un set di attributi basato su un set di attributi non di prodotto."
"Can not create attribute set based on not existing attribute set","Impossibile creare un set di attributi basato su un set di attributi non esistente"
"Provided Attribute set non product Attribute set.","Il set di attributi fornito non è un set di attributi prodotto."
"Use config","Utilizzare config"
"Enabled","Abilitato"
"Disabled","Disabilitato"
"Attribute Set already exists.","Gruppo di attributi già presente."
"Requested product does not support images.","Il prodotto richiesto non supporta le immagini."
"The image content is not valid.","Il contenuto dell'immagine non è valido."
"Cannot save product.","Non è possibile salvare il prodotto."
"Failed to save new media gallery entry.","Salvataggio nuova voce galleria media fallito."
"There is no image with provided ID.","Non c'è nessuna immagine con l'ID fornito."
"Such product doesn't exist","Prodotto inesistente"
"Such image doesn't exist","Immagine inesistente"
"We can't find the image file.","Impossibile trovare l'immagine."
"The option type to get group instance is incorrect.","Il tipo di opzione per ottenere l'istanza del gruppo non è corretto."
"Select type options required values rows.","Seleziona le righe dei valori di tipo di opzioni richiesti."
"Could not save product option","Impossibile salvare l'opzione del prodotto"
"Could not remove custom option","Impossibile rimuovere opzione personalizzata"
"Please specify date required option(s).","Specifica le opzioni obbligatorie della data."
"Please specify time required option(s).","Specifica le opzioni obbligatorie dell'ora."
"Please specify product's required option(s).","Specificare le opzioni obbligatorie del prodotto."
"The option instance type in options group is incorrect.","Il tipo di istanza di opzione nel gruppo di opzioni non è corretto."
"The product instance type in options group is incorrect.","Il tipo di istanza del prodotto nel gruppo di opzioni è incorretto."
"The configuration item option instance in options group is incorrect.","L'istanza di opzione dell'oggetto di configurazione nel gruppo di opzioni è incorretta."
"The configuration item instance in options group is incorrect.","L'istanza dell'oggetto di configurazione nel gruppo di opzioni è incorretta."
"The BuyRequest instance in options group is incorrect.","L'istanza BuyRequest nel gruppo di opzioni non è corretta."
"We can't add the product to the cart because of an option validation issue.","Impossibile aggiungere il prodotto al carrello per un problema di convalida di un'opzione."
"%1 doesn't extends \Magento\Catalog\Model\Product\Option\Type\DefaultType","%1 non estende \Magento\Catalog\Model\Product\Option\Type\DefaultType"
"The file options format is not valid.","Il formato opzioni del file non è valido."
"px.","px."
"The file '%1' for '%2' has an invalid extension.","Il file '%1' per '%2' ha un'estensione non valida."
"The maximum allowed image size for '%1' is %2x%3 px.","La massima dimensione immagine permessa per '%1' è %2x%3 px."
"The file '%1' you uploaded is larger than the %2 megabytes allowed by our server.","Il file '%1' che hai caricato è più grande del limite di %2 Megabytes permesso dal server."
"The file '%1' is empty. Please choose another one","Il file '%1' è vuoto. Si prega di sceglierne un altro"
"The file '%1' is invalid. Please choose another one","Il file '%1' non è valido. Si prega di sceglierne un altro"
"File '%1' is not an image.","File '%1' non è un'immagine."
"Validation failed. Required options were not filled or the file was not uploaded.","Convalida fallita. Le opzioni necessarie non sono state compilate oppure il file non è stato caricato."
"The file you uploaded is larger than %1 Megabytes allowed by server","Il file che hai caricato è più grande del limite di %1 Megabytes permesso dal server"
"Option required.","Opzione necessaria."
"The file is empty. Please choose another one","Il file è vuoto. Si prega di sceglierne un altro"
"Some of the selected item options are not currently available.","Alcune delle opzioni dell'oggetto selezionate non sono al momento disponibili."
"The text is too long.","Il testo è troppo lungo."
"This product doesn't have tier price","Questo prodotto non ha fasce di prezzo"
"Product hasn't group price with such data: customerGroupId = '%1', website = %2, qty = %3","Il prodotto non ha un prezzo di gruppo con questi dati: customerGroupId = '%1', website = %2, qty = %3"
"Invalid data provided for tier_price","I dati forniti per tier_price non sono validi"
"Please provide valid data","Fornire dati validi"
"Values of following attributes are invalid: %1","I valori dei seguenti attributi non sono validi: %1"
"Could not save group price","Impossibile salvare prezzo dei gruppi"
"We can't create writeable directory \"%1\".","Impossibile creare una directory scrivibile \"%1\"."
"The file upload failed.","Caricamento file non riuscito."
"The product has required options.","Il prodotto ha opzioni obbligatorie."
"Something went wrong while processing the request.","Qualcosa è andato storto durante l'elaborazione della richiesta."
"%1 doesn't extends \Magento\Catalog\Model\Product\Type\AbstractType","%1 non si estende a \Magento\Catalog\Model\Product\Type\AbstractType"
"%1 doesn't extends \Magento\Catalog\Model\Product\Type\Price","%1 non si estende a \Magento\Catalog\Model\Product\Type\Price"
"Not Visible Individually","Non visibile singolarmente"
"Search","Cerca"
"Catalog, Search","Catalogo, ricerca"
"Something went wrong while removing products from the websites.","Qualcosa è andato storto durante la rimozione dei prodotti dai siti Web."
"Something went wrong while adding products to websites.","Qualcosa è andato storto durante l'aggiunta dei prodotti ai siti Web."
"Group with id ""%1"" does not exist.","Il gruppo con id ""%1"" non esiste."
"Attribute group that contains system attributes can not be deleted","I gruppi di attributi che contengono attributi di sistema non possono essere eliminati"
"Collection provider is not registered","Provider collection non è registrato"
"Unknown link type: %1","Tipo link sconosciuto: %1"
"Provided link type ""%1"" does not exist","Il tipo di link fornito ""%1"" non esiste"
"Invalid data provided for linked products","Inseriti dati invalidi per i prodotti collegati"
"Product with SKU %1 is not linked to product with SKU %2","Il prodotto con SKU %1 non è collegato al prodotto con SKU %2"
"Product %1 doesn't have linked %2 as %3","Il prodotto %1 non ha %2 collegato come %3"
"Requested product doesn't exist","Il prodotto richiesto non esiste"
"Product option with id %1 does not exist","L'opzione prodotto con id %1 non esiste"
"Product with SKU ""%1"" does not exist","Il prodotto con SKU ""%1"" non esiste"
"Invalid product data: %1","Dati di prodotto non valido: %1"
"Unable to remove product %1","Impossibile rimuovere il prodotto %1"
"There are not websites for assign to product","Non ci sono siti web da assegnare al prodotto"
"Could not assign product ""%1"" to websites ""%2""","Non si può assegnare il prodotto ""%1"" ai siti Web ""%2"""
"Could not save product ""%1"" with websites %2","Non si può salvare il prodotto ""%1"" con i siti Web %2"
"Attribute '%1' is locked. %2","L'attributo '%1' è bloccato. %2"
"Do not change the scope. %1","Non modificare l'ambito. %1"
"A product type is not defined for the indexer.","Non è stato definito un tipo di prodotto per l'indicizzatore."
"%1 doesn't extend \Magento\Catalog\Model\ResourceModel\Product\Indexer\Price\DefaultPrice","%1 non estende \Magento\Catalog\Model\Resource\Product\Indexer\Price\DefaultPrice"
"Multiple Select","Selezione multipla"
"Dropdown","Menu a tendina"
"%1 doesn't extend \Magento\Framework\Filter\Template","%1 non si estende a \Magento\Framework\Filter\Template"
"As low as","A partire da"
"message","messaggio"
"fl","fl"
"123","123"
"Select...","Seleziona..."
"Are you sure you want to delete this category?","Sei sicuro di voler cancellare questa categoria?"
"ID: %1","ID: %1"
"Set root category for this store in the <a href=""%1"">configuration</a>.","Impostare categoria di root per questo negozio in <a href=""%1"">configurazione</a>."
"This operation can take a long time","Questa operazione può richiedere molto tempo"
"Collapse All","Comprimi tutto"
"Expand All","Espandi Tutto"
"Please confirm site switching. All data that hasn't been saved will be lost.","Si prega di confermare il cambio ambito di applicazione. Tutti i dati non salvati andranno persi."
"Use Default Value","Usa il valore predefinito"
"Manage Titles (Size, Color, etc.)","Gestisci titoli (dimensione, colori, ecc.)"
"Manage Options (values of your attribute)","Gestisci le opzioni (valori dell'attributo)"
"Is Default","È predefinito"
"Add Option","Aggiungi opzione"
"Sort Option","Opzioni di ordinamento"
"Groups","Gruppi"
"Double click on a group to rename it.","Doppio clic su un gruppo per rinominarlo."
"Unassigned Attributes","Attributi non assegnati"
"A name is required.","È richiesto un nome."
"This group contains system attributes. Please move system attributes to another group and try again.","Questo gruppo contiene degli attributi di sistema. Spostare gli attributi di sistema in un altro gruppo e riprovare."
"Please enter a new group name.","Inserisci il nome del nuovo gruppo."
"An attribute group named \"/name/\" already exists\".","Un gruppo di attributi denominato \"nome/\" esiste già\"."
"Sorry, we're unable to complete this request.","Impossibile completare questa richiesta."
"You can't remove attributes from this attribute set.","Non è possibile rimuovere gli attributi da questo set di attributi."
"Custom Options","Opzioni personalizzate"
"This is a required option.","Opzione obbligatoria."
"The field isn't complete.","Il campo non è completo."
"Compatible file extensions to upload","Estensioni file compatibili per l'upload"
"Maximum image width","Larghezza massima dell'immagine"
"Maximum image height","Altezza massima dell'immagine"
"Maximum number of characters:","Numero massimo di caratteri:"
"start typing to search template","digitare del testo per cercare un modello"
"Product online","Prodotto online"
"Product offline","Prodotto offline"
"Product online status","Stato del prodotto online"
"Manage Stock","Gestisci scorte"
"Qty","Qtà"
"Out-of-Stock Threshold","Soglia di non disponibilità"
"Minimum Qty Allowed in Shopping Cart","Qtà minima consentita nel carrello"
"Maximum Qty Allowed in Shopping Cart","Qtà massima consentita nel carrello"
"Qty Uses Decimals","Qtà utilizza decimali"
"Backorders","Backorders"
"Notify for Quantity Below","Notifica per quantità inferiore"
"Enable Qty Increments","Abilita incrementi qtà"
"Qty Increments","Incrementi qtà"
"Stock Availability","Disponibilità"
"In Stock","Disponibile"
"Out of Stock","Non Disponibile"
"Add Product To Websites","Aggiungi prodotto ai siti web"
"Remove Product From Websites","Rimuovi il prodotto dai siti Web"
"To hide an item in catalog or search results, set the status to ""Disabled"".","Per nascondere un articolo nei risultati di ricerca o nel catalogo, impostare lo stato su ""Disabilitato""."
"We can't save custom-defined options for bundles with dynamic pricing.","Impossibile salvare opzioni personalizzate per prodotti bundle con prezzo dinamico."
"Delete Custom Option","Elimina l'opzione personalizzata"
"Sort Custom Options","Ordina opzioni personalizzate"
"Option Title","Titolo opzione"
"Input Type","Tipo di input"
"Required","Obbligatorio"
"Price Type","Tipo di prezzo"
"Compatible File Extensions","Estensioni di File compatibili"
"Maximum Image Size","Dimensione massima dell'immagine"
"%1 <span>x</span> %2 <span>px.</span>","%1 <span>x</span> %2 <span>px.</span>"
"Please leave blank if it is not an image.","Lascia vuoto se non si tratta di un'immagine."
"Title","Titolo"
"Sort Custom Option","Ordina opzioni personalizzate"
"Max Characters","Numero massimo caratteri"
"Customer Group","Gruppo clienti"
"Item Price","Prezzo Articolo"
"Action","Azione"
"and above","e sopra"
"Delete Tier","Elimina fascia"
"Product In Websites","Prodotto In siti Web"
"(Copy data from: %1)","(Copia dati da: %1)"
"Alt Text","Testo alternativo"
"Role","Ruolo"
"Hide from Product Page","Nascondi dalla pagina prodotto"
"Close panel","Chiudi pannello"
"Product Alerts","Avvisi prodotto"
"Allow Multiple Boxes for Shipping.","Consenti più scatole per spedizione."
"start typing to search attribute","inizia a digitare per cercare l'attributo"
"Basic Settings","Impostazioni di Base"
"Advanced Settings","Impostazioni avanzate"
"Changes have been made to this section that have not been saved.","Sono state apportate modifiche a questa sezione che non sono state salvate."
"This tab contains invalid data. Please resolve this before saving.","Questa scheda contiene dati non validi. Risolvi il problema prima di salvare."
"Actions","Azioni"
"Mass Actions","Azioni massive"
"Select All","Seleziona tutto"
"Unselect All","Deseleziona tutto"
"Select Visible","Seleziona visibili"
"Unselect Visible","Deseleziona visibili"
"Special Price","Prezzo speciale"
"Regular Price","Prezzo normale"
"Buy %1 for: ","Acquista %1 per: "
"Buy %1 for %2 each and <strong class=""benefit"">save<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>","Acquista %1 a %2 ciascuno e <strong class=""benefit"">risparmia<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>"
